benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_46.sol,Integer Overflow,None,buggy_46.sol:22:None-22:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_28.sol,Integer Overflow,None,buggy_28.sol:156:None-156:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-18667.sol,Integer Overflow,None,2018-18667.sol:210:None-210:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_23.sol,Integer Overflow,None,buggy_23.sol:398:None-398:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13206.sol,Integer Overflow,None,2018-13206.sol:193:None-193:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x05f8b281410c9327a1bbf508db380fd967c31df6.sol,Integer Overflow,None,0x05f8b281410c9327a1bbf508db380fd967c31df6.sol:253:None-253:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13081.sol,Integer Overflow,None,2018-13081.sol:158:None-158:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13204.sol,Integer Overflow,None,2018-13204.sol:137:None-137:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13836.sol,Integer Overflow,None,2018-13836.sol:104:None-104:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13177.sol,Integer Overflow,None,2018-13177.sol:146:None-146:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_34.sol,Integer Overflow,None,buggy_34.sol:265:None-265:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Overflow-Underflow/buggy_8.sol,Integer Overflow,None,buggy_8.sol:166:None-166:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13195.sol,Integer Overflow,None,2018-13195.sol:210:None-210:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-10376.sol,Integer Overflow,None,2018-10376.sol:220:None-220:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-14086.sol,Integer Overflow,None,2018-14086.sol:68:None-68:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_26.sol,Integer Overflow,None,buggy_26.sol:161:None-161:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_37.sol,Integer Overflow,None,buggy_37.sol:218:None-218:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x07419940b9a2d1eb54e123bd4853240ffac77186.sol,Integer Overflow,None,0x07419940b9a2d1eb54e123bd4853240ffac77186.sol:153:None-154:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13533.sol,Integer Overflow,None,2018-13533.sol:109:None-109:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13174.sol,Integer Overflow,None,2018-13174.sol:98:None-98:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13466.sol,Integer Overflow,None,2018-13466.sol:198:None-198:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0xe923dd860176d3ef69d7852257cc773900807f7c.sol,Integer Overflow,None,0xe923dd860176d3ef69d7852257cc773900807f7c.sol:246:None-246:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13179.sol,Integer Overflow,None,2018-13179.sol:158:None-158:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_38.sol,Integer Overflow,None,buggy_38.sol:131:None-131:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x1c98eea5fe5e15d77feeabc0dfcfad32314fd481.sol,Integer Overflow,None,0x1c98eea5fe5e15d77feeabc0dfcfad32314fd481.sol:261:None-261:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0xb34aa41593deabb2b17e7507e3e413c58f6e0c71.sol,Integer Overflow,None,0xb34aa41593deabb2b17e7507e3e413c58f6e0c71.sol:151:None-152:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13477.sol,Integer Overflow,None,2018-13477.sol:391:None-391:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_16.sol,Integer Overflow,None,buggy_16.sol:65:None-65:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13773.sol,Integer Overflow,None,2018-13773.sol:168:None-168:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13169.sol,Integer Overflow,None,2018-13169.sol:66:None-66:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_27.sol,Integer Overflow,None,buggy_27.sol:242:None-242:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13479.sol,Integer Overflow,None,2018-13479.sol:239:None-239:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13166.sol,Integer Overflow,None,2018-13166.sol:74:None-74:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_32.sol,Integer Overflow,None,buggy_32.sol:150:None-150:None,
benchmarks/smartbench-dataset/solidity/smartbugs++/transaction_order_dependency/odds_and_evens.sol,Integer Overflow,None,odds_and_evens.sol:36:None-36:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_47.sol,Integer Overflow,None,buggy_47.sol:215:None-215:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_42.sol,Integer Overflow,None,buggy_42.sol:187:None-187:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x3933e1bd030c3c14407f8eecce81493e066ab5e1_2.sol,Integer Overflow,None,0x3933e1bd030c3c14407f8eecce81493e066ab5e1_2.sol:297:None-297:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_36.sol,Integer Overflow,None,buggy_36.sol:20:None-20:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13465.sol,Integer Overflow,None,2018-13465.sol:50:None-50:None,
benchmarks/smartbench-dataset/solidity/smartbugs++/unhandled_exception/0x663e4229142a27f00bafb5d087e1e730648314c3.sol,Integer Overflow,None,0x663e4229142a27f00bafb5d087e1e730648314c3.sol:1390:None-1390:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13192.sol,Integer Overflow,None,2018-13192.sol:98:None-98:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_29.sol,Integer Overflow,None,buggy_29.sol:402:None-402:None,
