benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_48.sol,Unchecked Send Ether,None,buggy_48.sol:260:None-260:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_35.sol,Unchecked Send Ether,None,buggy_35.sol:310:None-310:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x0d0edbcf2c0da25ac9a79c9466989e46a8f96221_2.sol,Unchecked Send Ether,None,0x0d0edbcf2c0da25ac9a79c9466989e46a8f96221_2.sol:70:None-70:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Overflow-Underflow/buggy_20.sol,Unchecked Send Ether,None,buggy_20.sol:81:None-81:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_45.sol,Unchecked Send Ether,None,buggy_45.sol:116:None-116:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_40.sol,Unchecked Send Ether,None,buggy_40.sol:272:None-272:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_48.sol,Unchecked Send Ether,None,buggy_48.sol:108:None-108:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_27.sol,Unchecked Send Ether,None,buggy_27.sol:101:None-101:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_23.sol,Unchecked Send Ether,None,buggy_23.sol:410:None-410:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_24.sol,Unchecked Send Ether,None,buggy_24.sol:827:None-827:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_28.sol,Unchecked Send Ether,None,buggy_28.sol:140:None-140:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_1.sol,Unchecked Send Ether,None,buggy_1.sol:55:None-55:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_16.sol,Unchecked Send Ether,None,buggy_16.sol:299:None-299:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_27.sol,Unchecked Send Ether,None,buggy_27.sol:278:None-278:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_32.sol,Unchecked Send Ether,None,buggy_32.sol:83:None-83:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_28.sol,Unchecked Send Ether,None,buggy_28.sol:201:None-201:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_47.sol,Unchecked Send Ether,None,buggy_47.sol:126:None-126:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_8.sol,Unchecked Send Ether,None,buggy_8.sol:208:None-208:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Overflow-Underflow/buggy_5.sol,Unchecked Send Ether,None,buggy_5.sol:70:None-70:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_47.sol,Unchecked Send Ether,None,buggy_47.sol:193:None-193:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Overflow-Underflow/buggy_25.sol,Unchecked Send Ether,None,buggy_25.sol:114:None-114:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x9ac4883b0226fb37fa362dbd76564c539c4f0ee6_3.sol,Unchecked Send Ether,None,0x9ac4883b0226fb37fa362dbd76564c539c4f0ee6_3.sol:208:None-208:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_37.sol,Unchecked Send Ether,None,buggy_37.sol:290:None-290:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_50.sol,Unchecked Send Ether,None,buggy_50.sol:45:None-45:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_34.sol,Unchecked Send Ether,None,buggy_34.sol:418:None-418:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Re-entrancy/buggy_23.sol,Unchecked Send Ether,None,buggy_23.sol:493:None-493:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Overflow-Underflow/buggy_2.sol,Unchecked Send Ether,None,buggy_2.sol:26:None-26:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_31.sol,Unchecked Send Ether,None,buggy_31.sol:232:None-232:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_9.sol,Unchecked Send Ether,None,buggy_9.sol:57:None-57:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_11.sol,Unchecked Send Ether,None,buggy_11.sol:87:None-87:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Overflow-Underflow/buggy_30.sol,Unchecked Send Ether,None,buggy_30.sol:756:None-756:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Overflow-Underflow/buggy_24.sol,Unchecked Send Ether,None,buggy_24.sol:374:None-374:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_28.sol,Unchecked Send Ether,None,buggy_28.sol:112:None-112:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_3.sol,Unchecked Send Ether,None,buggy_3.sol:27:None-27:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_47.sol,Unchecked Send Ether,None,buggy_47.sol:186:None-186:None,
benchmarks/smartbench-dataset/solidity/smartbugs++/reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,Unchecked Send Ether,None,0x941d225236464a25eb18076df7da6a91d0f95e9e.sol:44:None-44:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_5.sol,Unchecked Send Ether,None,buggy_5.sol:183:None-183:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13198.sol,Unchecked Send Ether,None,2018-13198.sol:262:None-262:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_26.sol,Unchecked Send Ether,None,buggy_26.sol:74:None-74:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_23.sol,Unchecked Send Ether,None,buggy_23.sol:181:None-181:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_8.sol,Unchecked Send Ether,None,buggy_8.sol:308:None-308:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x287fda15f8f002e5df9f536f10bbfc0816960f36_3.sol,Unchecked Send Ether,None,0x287fda15f8f002e5df9f536f10bbfc0816960f36_3.sol:167:None-167:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_27.sol,Unchecked Send Ether,None,buggy_27.sol:208:None-208:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Overflow-Underflow/buggy_26.sol,Unchecked Send Ether,None,buggy_26.sol:98:None-98:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_27.sol,Unchecked Send Ether,None,buggy_27.sol:523:None-523:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Unhandled-Exceptions/buggy_14.sol,Unchecked Send Ether,None,buggy_14.sol:226:None-226:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x5f7bb27f7a4702ebce052745cddc1f567ec89e15_3.sol,Unchecked Send Ether,None,0x5f7bb27f7a4702ebce052745cddc1f567ec89e15_3.sol:203:None-203:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x5f7bb27f7a4702ebce052745cddc1f567ec89e15_2.sol,Unchecked Send Ether,None,0x5f7bb27f7a4702ebce052745cddc1f567ec89e15_2.sol:203:None-203:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_30.sol,Unchecked Send Ether,None,buggy_30.sol:712:None-712:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_24.sol,Unchecked Send Ether,None,buggy_24.sol:247:None-247:None,
