benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x07419940b9a2d1eb54e123bd4853240ffac77186.sol,ERC20 Access Control,None,0x07419940b9a2d1eb54e123bd4853240ffac77186.sol:96:None-96:None,
,,,,{'num_detected_in_annot': {'Integer Overflow': 1}, 'num_detected_not_in_annot': {'Integer Overflow': 2, 'Lack of Zero-Address Validation': 4, 'Integer Underflow': 1, 'ERC20 Leak': 1, 'ERC20 Access Control': 1}}
,,,,{'num_detected_in_annot': {'Unsafe Selfdestruct': 1, 'Unchecked Send Ether': 1}, 'num_detected_not_in_annot': {'Integer Truncation': 2, 'Unchecked Send Ether': 2, 'ERC20 Access Control': 1, 'Lack of Zero-Address Validation': 12, 'Assertion Failure': 2, 'Access Control': 1, 'Integer Underflow': 1, 'Integer Overflow': 5, 'ERC20 Leak': 2, 'Arbitrary External Call': 1}}
benchmarks/smartbench-dataset/solidity/solidifi++/Overflow-Underflow/buggy_34.sol,ERC20 Access Control,None,buggy_34.sol:471:None-471:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13085.sol,ERC20 Access Control,None,2018-13085.sol:189:None-189:None,
,,,,{'num_detected_in_annot': {'Integer Overflow': 1}, 'num_detected_not_in_annot': {'Lack of Zero-Address Validation': 1, 'Integer Overflow': 1, 'Integer Underflow': 1, 'ERC20 Access Control': 1}}
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x287fda15f8f002e5df9f536f10bbfc0816960f36_3.sol,ERC20 Access Control,None,0x287fda15f8f002e5df9f536f10bbfc0816960f36_3.sol:139:None-139:None,
benchmarks/smartbench-dataset/solidity/solidifi++/tx.origin/buggy_34.sol,ERC20 Access Control,None,buggy_34.sol:393:None-393:None,
benchmarks/smartbench-dataset/solidity/verismart++/cve/2018-13776.sol,ERC20 Access Control,None,2018-13776.sol:256:None-256:None,
,,,,{'num_detected_in_annot': {'Integer Overflow': 1}, 'num_detected_not_in_annot': {'Integer Overflow': 13, 'Block Values Dependency (BlockValueDependency)': 1, 'Lack of Zero-Address Validation': 6, 'Integer Underflow': 2, 'Reentrancy (REENTRANCY_READONLY)': 1, 'Arbitrary External Call': 2, 'Unchecked Send Ether': 1, 'ERC20 Access Control': 1}}
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x1c98eea5fe5e15d77feeabc0dfcfad32314fd481.sol,ERC20 Access Control,None,0x1c98eea5fe5e15d77feeabc0dfcfad32314fd481.sol:120:None-120:None,
